"sales_date";"daily_revenue";"total_orders";"avg_order_value"
2012-05-05;1599.96;4;399.99
2012-05-06;799.98;2;399.99
2012-05-07;759.981;2;379.9905
2012-05-08;759.981;2;379.9905
2012-05-09;1199.97;3;399.99
2012-05-10;2239.9440000000004;6;373.32400000000007
2012-05-11;2239.944;6;373.324
2012-05-12;399.99;1;399.99
2012-05-13;2639.934;7;377.1334285714286
2012-05-14;1919.952;5;383.9904
2012-05-15;1119.972;3;373.324
2012-05-16;4039.8990000000003;11;367.26354545454546
2012-05-17;2599.9350000000004;7;371.41928571428576
2012-05-18;1559.961;4;389.99025
2012-05-19;1199.97;3;399.99
2012-05-20;2199.945;6;366.6575
2012-05-21;1119.9720000000002;3;373.32400000000007
2012-05-22;2399.94;6;399.99
2012-05-23;1159.971;3;386.657
2012-05-24;2759.931;7;394.27585714285715
2012-05-25;3039.924;8;379.9905
2012-05-26;1959.951;5;391.9902
2012-05-27;1999.95;5;399.99
2012-05-28;2239.944;6;373.324
2012-05-29;1919.952;5;383.9904
2012-05-30;399.99;1;399.99
2012-05-31;2679.933;7;382.8475714285714
2012-06-01;3479.9129999999996;9;386.6569999999999
2012-06-02;1119.972;3;373.324
2012-06-03;1999.95;5;399.99
2012-06-04;1919.952;5;383.9904
2012-06-05;2599.9349999999995;7;371.41928571428565
2012-06-06;2279.943;6;379.99050000000005
2012-06-07;1479.963;4;369.99075
2013-05-01;2649.947;6;441.6578333333334
2013-05-02;3749.925;8;468.740625
2013-05-03;1899.962;4;474.9905
2013-05-04;4449.910999999999;9;494.43455555555545
2013-05-05;4299.914;9;477.7682222222222
2013-05-06;2799.9440000000004;6;466.6573333333334
2013-05-07;3799.924;8;474.9905
2013-05-08;2949.941;6;491.6568333333333
2013-05-09;2899.942;6;483.32366666666667
2013-05-10;4349.913;9;483.3236666666666
2013-05-11;1499.97;3;499.99
2013-05-12;1799.964;4;449.991
2013-05-13;3399.932;7;485.7045714285714
2013-05-14;1299.9740000000002;3;433.3246666666667
2013-05-15;1449.971;3;483.32366666666667
2013-05-16;1899.962;4;474.9905
2013-05-17;2849.943;6;474.99050000000005
2013-05-18;4249.915;9;472.2127777777778
2013-05-19;2849.943;6;474.99050000000005
2013-05-20;2749.945;6;458.3241666666667
2013-05-21;5049.898999999999;11;459.0817272727272
2013-05-22;3849.923;8;481.240375
2013-05-23;1999.96;4;499.99
2013-05-24;2299.9539999999997;5;459.9907999999999
2013-05-25;1949.961;4;487.49025
2013-05-26;4299.914;9;477.7682222222222
2013-05-27;3349.933;7;478.56185714285715
2013-05-28;3849.923;8;481.240375
2013-05-29;1899.962;4;474.9905
2013-05-30;3649.927;8;456.240875
2013-05-31;2999.9399999999996;6;499.98999999999995
2013-06-01;4349.913;9;483.3236666666666
2013-06-02;1899.962;4;474.9905
2013-06-03;4699.906;10;469.9906
2013-06-04;4499.909999999999;9;499.9899999999999
2013-06-05;3349.933;7;478.56185714285715
2013-06-06;4499.909999999999;9;499.9899999999999
2013-06-07;3849.923;8;481.240375
2013-06-08;3449.9309999999996;7;492.84728571428565
2013-06-09;2449.951;5;489.9902
2013-06-10;2849.943;6;474.99050000000005
2013-06-11;3349.933;7;478.56185714285715
2013-06-12;3699.9259999999995;8;462.49074999999993
2013-06-13;1849.963;4;462.49075
2013-06-14;3199.9359999999997;7;457.13371428571423
2013-06-15;1399.972;3;466.6573333333333
2013-06-16;2899.942;6;483.32366666666667
2013-06-17;3249.9350000000004;7;464.27642857142865
2013-06-18;2499.95;5;499.98999999999995
2013-06-19;3399.932;7;485.7045714285714
2013-06-20;2349.953;5;469.9906
2013-06-21;4599.908;10;459.99080000000004
2013-06-22;3299.934;7;471.4191428571429
2013-06-23;3449.9309999999996;7;492.84728571428565
2013-06-24;4399.911999999999;9;488.87911111111106
2013-06-25;2999.9400000000005;7;428.56285714285724
2013-06-26;949.981;2;474.9905
2013-06-27;999.98;2;499.99
2013-06-28;4349.913;9;483.3236666666666
2013-06-29;1449.971;3;483.32366666666667
2013-06-30;2999.9399999999996;6;499.98999999999995
2013-07-01;2299.9539999999997;5;459.9907999999999
2013-07-02;1949.961;4;487.49025
2013-07-03;3849.923;8;481.240375
2013-07-04;1449.971;3;483.32366666666667
2013-07-05;2449.951;5;489.9902
2013-07-06;4499.91;10;449.991
2013-07-07;2999.9399999999996;6;499.98999999999995
2013-07-08;5799.883999999999;12;483.3236666666666
2013-07-09;5649.887;12;470.82391666666666
2013-07-10;3749.925;8;468.740625
2013-07-11;5199.896;11;472.71781818181813
2013-07-12;1899.962;4;474.9905
2013-07-13;5949.881;13;457.68315384615386
2013-07-14;1349.973;3;449.991
2013-07-15;3099.938;7;442.84828571428574
2013-07-16;4249.915;9;472.2127777777778
2013-07-17;3449.9309999999996;7;492.84728571428565
2013-07-18;3349.933;7;478.56185714285715
2013-07-19;2349.953;5;469.9906
2013-07-20;3649.9269999999997;8;456.24087499999996
2013-07-21;2849.943;6;474.99050000000005
2013-07-22;3149.937;7;449.991
2013-07-23;2399.952;5;479.9904
2013-07-24;4099.918;9;455.54644444444443
2013-07-25;1849.963;4;462.49075
2013-07-26;2499.95;5;499.98999999999995
2013-07-27;5199.896;11;472.71781818181813
2013-07-28;5749.884999999999;12;479.1570833333333
2013-07-29;3699.9260000000004;8;462.49075000000005
2013-07-30;4299.914;9;477.7682222222222
2013-07-31;4349.913;9;483.3236666666666
2013-08-01;1899.962;4;474.9905
2013-08-02;2949.941;6;491.6568333333333
2013-08-03;4749.905;10;474.9905
2013-08-04;2499.95;5;499.98999999999995
2013-08-05;3349.933;7;478.56185714285715
2013-08-06;4349.913;9;483.3236666666666
2013-08-07;5499.8899999999985;11;499.98999999999984
2013-08-08;3849.923;8;481.240375
2013-08-09;2899.942;6;483.32366666666667
2013-08-10;5999.879999999998;12;499.98999999999984
2013-08-11;3499.9299999999994;7;499.9899999999999
2013-08-12;2449.951;5;489.9902
2013-08-13;4399.911999999999;9;488.87911111111106
2013-08-14;4949.900999999999;10;494.99009999999987
2013-08-15;3649.927;8;456.240875
2013-08-16;4849.902999999999;10;484.99029999999993
2013-08-17;4449.911;10;444.9911
2013-08-18;4249.915;9;472.2127777777778
2013-08-19;3949.9209999999994;8;493.7401249999999
2013-08-20;3749.9249999999993;8;468.7406249999999
2013-08-21;2999.9399999999996;6;499.98999999999995
2013-08-22;2999.9399999999996;6;499.98999999999995
2013-08-23;2299.954;5;459.99080000000004
2013-08-24;5099.898;11;463.6270909090909
2013-08-25;3649.9269999999997;8;456.24087499999996
2013-08-26;3149.937;7;449.991
2013-08-27;4849.902999999999;10;484.99029999999993
2013-08-28;1849.963;4;462.49075
2013-08-29;1849.963;4;462.49075
2013-08-30;2849.943;6;474.99050000000005
2013-08-31;2449.951;5;489.9902
2013-09-01;2749.9449999999997;6;458.3241666666666
2013-09-02;3399.932;7;485.7045714285714
2013-09-03;2399.952;5;479.9904
2013-09-04;5949.8809999999985;12;495.82341666666656
2013-09-05;3199.9359999999997;7;457.13371428571423
2013-09-06;2899.942;6;483.32366666666667
2013-09-07;3449.9309999999996;7;492.84728571428565
2013-09-08;2949.941;6;491.6568333333333
2013-09-09;4149.9169999999995;9;461.1018888888888
2013-09-10;2849.943;6;474.99050000000005
2013-09-11;3349.933;7;478.56185714285715
2013-09-12;2649.947;6;441.6578333333334
2013-09-13;2449.951;5;489.9902
2013-09-14;1349.973;3;449.991
2013-09-15;3999.919999999999;8;499.9899999999999
2013-09-16;3199.9359999999997;7;457.13371428571423
2013-09-17;2899.942;6;483.32366666666667
2013-09-18;3399.932;7;485.7045714285714
2013-09-19;2349.953;5;469.9906
2013-09-20;3299.934;7;471.4191428571429
2013-09-21;2299.954;5;459.99080000000004
2013-09-22;3499.9299999999994;7;499.9899999999999
2013-09-23;2199.956;5;439.99120000000005
2013-09-24;1449.971;3;483.32366666666667
2013-09-25;4299.914;9;477.7682222222222
2013-09-26;1799.964;4;449.991
2013-09-27;2399.952;5;479.9904
2013-09-28;949.981;2;474.9905
2013-09-29;2899.942;6;483.32366666666667
2013-09-30;2449.951;5;489.9902
2013-10-01;3299.934;7;471.4191428571429
2013-10-02;949.981;2;474.9905
2013-10-03;3399.932;7;485.7045714285714
2013-10-04;2499.95;5;499.98999999999995
2013-10-05;1849.963;4;462.49075
2013-10-06;449.99100000000004;1;449.99100000000004
2013-10-07;2449.951;5;489.9902
2013-10-08;1899.962;4;474.9905
2013-10-09;2399.952;5;479.9904
2013-10-10;2899.942;6;483.32366666666667
2013-10-11;3449.9309999999996;7;492.84728571428565
2013-10-12;1949.961;4;487.49025
2013-10-13;3849.923;8;481.240375
2013-10-14;2849.943;6;474.99050000000005
2013-10-15;1999.96;4;499.99
2013-10-16;999.98;2;499.99
2013-10-17;1399.972;3;466.6573333333333
2013-10-18;999.98;2;499.99
2013-10-19;1799.964;4;449.991
2013-10-20;2399.952;5;479.9904
2013-10-21;3349.933;7;478.56185714285715
2013-10-22;1399.9720000000002;3;466.6573333333334
2013-10-23;2499.95;5;499.98999999999995
2013-10-24;1449.971;3;483.32366666666667
2013-10-25;2799.9440000000004;6;466.6573333333334
2013-10-26;1949.961;4;487.49025
2013-10-27;3699.9260000000004;8;462.49075000000005
2013-10-28;1899.962;4;474.9905
2013-10-29;999.98;2;499.99
2013-10-30;4899.901999999999;10;489.9901999999999
2013-10-31;3499.9299999999994;7;499.9899999999999
2013-11-01;2349.953;5;469.9906
2013-11-02;3349.933;7;478.56185714285715
2013-11-03;2449.951;5;489.9902
2013-11-04;3199.9359999999997;7;457.13371428571423
2013-11-05;1899.962;4;474.9905
2013-11-06;2399.952;5;479.9904
2013-11-07;1999.96;4;499.99
2013-11-08;2349.953;5;469.9906
2013-11-09;1899.962;4;474.9905
2013-11-10;3799.924;8;474.9905
2013-11-11;2849.943;6;474.99050000000005
2013-11-12;3449.9309999999996;7;492.84728571428565
2013-11-13;2749.945;6;458.3241666666667
2013-11-14;3349.933;7;478.56185714285715
2013-11-15;1449.971;3;483.32366666666667
2013-11-16;1849.963;4;462.49075
2013-11-17;1399.972;3;466.6573333333333
2013-11-18;4449.910999999999;9;494.43455555555545
2013-11-19;1399.9720000000002;3;466.6573333333334
2013-11-20;499.99;1;499.99
2013-11-21;499.99;1;499.99
2013-11-22;3849.923;8;481.240375
2013-11-23;1999.96;4;499.99
2013-11-24;2849.943;6;474.99050000000005
2013-11-26;449.99100000000004;1;449.99100000000004
2013-11-27;2849.943;6;474.99050000000005
2013-11-28;899.982;2;449.991
2013-11-29;1349.973;3;449.991
2013-11-30;3299.934;7;471.4191428571429
2013-12-01;2349.953;5;469.9906
2013-12-02;999.98;2;499.99
2013-12-03;1449.971;3;483.32366666666667
2013-12-04;1999.96;4;499.99
2013-12-05;999.98;2;499.99
2013-12-06;1449.971;3;483.32366666666667
2013-12-07;1399.972;3;466.6573333333333
2013-12-08;1449.971;3;483.32366666666667
2013-12-09;499.99;1;499.99
2013-12-10;1399.972;3;466.6573333333333
2013-12-11;2949.941;6;491.6568333333333
2013-12-12;999.98;2;499.99
2013-12-13;1849.963;4;462.49075
2013-12-14;499.99;1;499.99
2013-12-15;1399.972;3;466.6573333333333
2013-12-16;1449.971;3;483.32366666666667
2013-12-17;999.98;2;499.99
2013-12-18;1449.971;3;483.32366666666667
2013-12-20;499.99;1;499.99
2013-12-21;1499.97;3;499.99
2013-12-22;949.981;2;474.9905
2013-12-23;1949.961;4;487.49025
2013-12-24;2199.956;5;439.99120000000005
2013-12-25;1999.96;4;499.99
2013-12-26;2749.9449999999997;6;458.3241666666666
2013-12-27;949.981;2;474.9905
2013-12-28;1449.971;3;483.32366666666667
2013-12-29;1399.972;3;466.6573333333333
2013-12-30;2849.943;6;474.99050000000005
2013-12-31;499.99;1;499.99
2014-01-01;1949.961;4;487.49025
2014-01-02;3699.9260000000004;8;462.49075000000005
2014-01-03;2849.943;6;474.99050000000005
2014-01-04;999.98;2;499.99
2014-01-05;1999.96;4;499.99
2014-01-06;999.98;2;499.99
2014-01-07;899.982;2;449.991
2014-01-09;499.99;1;499.99
2014-01-10;1499.97;3;499.99
2014-01-11;949.981;2;474.9905
2014-01-12;2399.952;5;479.9904
2014-01-13;3349.933;7;478.56185714285715
2014-01-14;499.99;1;499.99
2014-01-15;499.99;1;499.99
2014-01-16;2399.952;5;479.9904
2014-01-18;1949.961;4;487.49025
2014-01-19;399.992;1;399.992
2014-01-20;949.981;2;474.9905
2014-01-21;1849.9630000000002;4;462.49075000000005
2014-01-22;1349.973;3;449.991
2014-01-23;1499.97;3;499.99
2014-01-24;1449.971;3;483.32366666666667
2014-01-25;1849.963;4;462.49075
2014-01-26;949.981;2;474.9905
2014-01-27;2999.9399999999996;6;499.98999999999995
2014-01-28;2399.952;5;479.9904
2014-01-29;899.982;2;449.991
2014-01-30;999.98;2;499.99
2014-01-31;1899.962;4;474.9905
2014-02-02;499.99;1;499.99
2014-02-03;2849.943;6;474.99050000000005
2014-02-04;1399.972;3;466.6573333333333
2014-02-05;849.9830000000001;2;424.99150000000003
2014-02-06;499.99;1;499.99
2014-02-07;2449.951;5;489.9902
2014-02-08;1499.97;3;499.99
2014-02-09;449.99100000000004;1;449.99100000000004
2014-02-10;2449.951;5;489.9902
2014-02-11;1449.971;3;483.32366666666667
2014-02-12;1999.96;4;499.99
2014-02-13;1999.96;4;499.99
2014-02-14;1999.96;4;499.99
2014-02-15;949.981;2;474.9905
2014-02-16;899.982;2;449.991
2014-02-17;3399.932;7;485.7045714285714
2014-02-18;1399.972;3;466.6573333333333
2014-02-19;1999.96;4;499.99
2014-02-20;2349.953;5;469.9906
2014-02-21;499.99;1;499.99
2014-02-22;1999.96;4;499.99
2014-02-23;1499.97;3;499.99
2014-02-24;949.981;2;474.9905
2014-02-25;499.99;1;499.99
2014-02-26;999.98;2;499.99
2014-02-27;499.99;1;499.99
2014-02-28;499.99;1;499.99
2014-03-01;899.982;2;449.991
2014-03-02;2849.943;6;474.99050000000005
2014-03-03;899.982;2;449.991
2014-03-04;2949.941;6;491.6568333333333
2014-03-05;1449.971;3;483.32366666666667
2014-03-06;2949.941;6;491.6568333333333
2014-03-08;999.98;2;499.99
2014-03-09;2799.9440000000004;6;466.6573333333334
2014-03-10;1399.9720000000002;3;466.6573333333334
2014-03-11;3199.9360000000006;7;457.13371428571435
2014-03-12;1999.96;4;499.99
2014-03-13;1849.963;4;462.49075
2014-03-14;499.99;1;499.99
2014-03-15;399.992;1;399.992
2014-03-16;3299.934;7;471.4191428571429
2014-03-17;2399.952;5;479.9904
2014-03-18;449.99100000000004;1;449.99100000000004
2014-03-19;1949.961;4;487.49025
2014-03-20;999.98;2;499.99
2014-03-21;949.981;2;474.9905
2014-03-22;2849.943;6;474.99050000000005
2014-03-23;1899.962;4;474.9905
2014-03-24;949.981;2;474.9905
2014-03-25;2449.951;5;489.9902
2014-03-26;2449.951;5;489.9902
2014-03-27;999.98;2;499.99
2014-03-28;949.981;2;474.9905
2014-03-29;1499.97;3;499.99
2014-03-30;1449.971;3;483.32366666666667
2014-03-31;899.982;2;449.991
2014-04-01;1999.96;4;499.99
2014-04-02;1749.9650000000001;4;437.49125000000004
2014-04-03;3349.933;7;478.56185714285715
2014-04-04;2349.953;5;469.9906
2014-04-05;1449.971;3;483.32366666666667
2014-04-06;2999.9399999999996;6;499.98999999999995
2014-04-07;1949.961;4;487.49025
2014-04-08;1499.97;3;499.99
2014-04-09;2399.952;5;479.9904
2014-04-10;2749.9449999999997;6;458.3241666666666
2014-04-11;2449.951;5;489.9902
2014-04-12;1799.964;4;449.991
2014-04-13;2299.9539999999997;5;459.9907999999999
2014-04-14;499.99;1;499.99
2014-04-15;1899.962;4;474.9905
2014-04-16;499.99;1;499.99
2014-04-17;3849.923;8;481.240375
2014-04-18;2949.941;6;491.6568333333333
2014-04-19;2999.9399999999996;6;499.98999999999995
2014-04-20;2349.953;5;469.9906
2014-04-21;3349.933;7;478.56185714285715
2014-04-22;4899.901999999999;10;489.9901999999999
2014-04-23;1299.9740000000002;3;433.3246666666667
2014-04-24;4449.910999999999;9;494.43455555555545
2014-04-25;4349.913;9;483.3236666666666
2014-04-26;1899.962;4;474.9905
2014-04-27;2349.953;5;469.9906
2014-04-28;2299.9539999999997;5;459.9907999999999
2014-04-29;5599.888;12;466.6573333333333
2014-04-30;1899.962;4;474.9905
2014-05-01;1899.962;4;474.9905
2014-05-02;3849.923;8;481.240375
2014-05-03;5199.896;11;472.71781818181813
2014-05-04;7399.851999999998;15;493.32346666666655
2014-05-05;1449.971;3;483.32366666666667
2014-05-06;2999.9399999999996;6;499.98999999999995
2014-05-07;6349.872999999999;13;488.4517692307691
2014-05-08;949.981;2;474.9905
2014-05-09;2449.951;5;489.9902
2014-05-10;1949.961;4;487.49025
2014-05-11;2949.941;6;491.6568333333333
2014-05-12;3249.9349999999995;7;464.2764285714285
2014-05-13;4299.914;9;477.7682222222222
2014-05-14;1899.962;4;474.9905
2014-05-15;1349.973;3;449.991
2014-05-16;2799.9440000000004;6;466.6573333333334
2014-05-17;3499.9299999999994;7;499.9899999999999
2014-05-18;1499.97;3;499.99
2014-05-19;1899.962;4;474.9905
2014-05-20;1799.964;4;449.991
2014-05-21;4799.9039999999995;10;479.99039999999997
2014-05-22;1399.9720000000002;3;466.6573333333334
2014-05-23;3399.932;7;485.7045714285714
2014-05-24;2599.9480000000003;6;433.3246666666667
2014-05-25;1399.972;3;466.6573333333333
2014-05-26;2249.955;5;449.991
2014-05-27;2349.953;5;469.9906
2014-05-28;3899.9219999999996;8;487.49024999999995
2014-05-29;2249.955;5;449.991
2014-05-30;4849.902999999999;10;484.99029999999993
2014-05-31;2799.944;6;466.6573333333333
2014-06-01;2899.942;6;483.32366666666667
2014-06-02;4699.906;10;469.9906
2014-06-03;2999.9399999999996;6;499.98999999999995
2014-06-04;4499.909999999999;9;499.9899999999999
2014-06-05;3299.934;7;471.4191428571429
2014-06-06;3949.9209999999994;8;493.7401249999999
2014-06-07;2949.941;6;491.6568333333333
2014-06-08;3949.9209999999994;8;493.7401249999999
2014-06-09;5249.8949999999995;11;477.26318181818175
2014-06-10;3799.924;8;474.9905
2014-06-11;1499.97;3;499.99
2014-06-12;2849.943;6;474.99050000000005
2014-06-13;6199.875999999999;13;476.9135384615384
2014-06-14;4899.901999999999;10;489.9901999999999
2014-06-15;3299.934;7;471.4191428571429
2014-06-16;3299.934;7;471.4191428571429
2014-06-17;3849.923;8;481.240375
2014-06-18;3199.9359999999997;7;457.13371428571423
2014-06-19;3249.9350000000004;7;464.27642857142865
2014-06-20;4799.9039999999995;10;479.99039999999997
2014-06-21;3999.919999999999;8;499.9899999999999
2014-06-22;2949.941;6;491.6568333333333
2014-06-23;7089.884999999999;12;590.8237499999999
2014-06-24;10959.818;20;547.9909
2014-06-25;2779.952;5;555.9904
2014-06-26;125009.84100000003;18;6944.9911666666685
2014-06-27;5159.918;9;573.3242222222221
2014-06-28;121759.89200000002;12;10146.657666666668
2014-06-29;4549.920999999999;8;568.7401249999999
2014-06-30;3929.941;6;654.9901666666666
2014-07-01;9609.842999999997;16;600.6151874999998
2014-07-02;96359.932;8;12044.9915
2014-07-03;4749.919000000001;9;527.7687777777778
2014-07-04;6849.870999999999;14;489.27649999999994
2014-07-05;2349.9610000000002;4;587.4902500000001
2014-07-06;12889.783;23;560.425347826087
2014-07-07;7489.876999999999;13;576.1443846153845
2014-07-08;6069.897;11;551.8088181818182
2014-07-09;99529.87900000003;14;7109.277071428573
2014-07-10;4389.923;8;548.740375
2014-07-11;9129.845;16;570.6153125
2014-07-12;2969.955;5;593.991
2014-07-13;9259.841999999999;16;578.7401249999999
2014-07-14;7779.8679999999995;14;555.7048571428571
2014-07-15;6709.888999999999;12;559.1574166666666
2014-07-16;12789.786999999998;22;581.3539545454545
2014-07-17;122489.869;15;8165.991266666667
2014-07-18;5089.917;9;565.5463333333333
2014-07-19;5959.9039999999995;10;595.9903999999999
2014-07-20;4949.913;9;549.9903333333333
2014-07-21;340679.87599999993;16;21292.492249999996
2014-07-22;7729.864999999999;14;552.1332142857142
2014-07-23;4679.922;8;584.99025
2014-07-24;6729.892999999999;11;611.8084545454544
2014-07-25;325599.94;9;36177.77111111111
2014-07-26;122849.86300000003;15;8189.990866666669
2014-07-27;10059.84;17;591.755294117647
2014-07-28;7559.875999999999;13;581.528923076923
2014-07-29;6629.889;12;552.49075
2014-07-30;5429.910999999999;9;603.3234444444444
2014-07-31;4599.919999999999;8;574.9899999999999
2014-08-01;9839.833999999999;17;578.8137647058822
2014-08-02;8959.857999999998;15;597.3238666666665
2014-08-03;6319.888;12;526.6573333333333
2014-08-04;5099.909999999999;9;566.6566666666665
2014-08-05;124649.83700000003;18;6924.990944444446
2014-08-06;7999.87;14;571.4192857142857
2014-08-07;9729.846999999998;16;608.1154374999999
2014-08-08;119809.91500000001;10;11980.9915
2014-08-09;8949.845;16;559.3653125
2014-08-10;6829.882999999999;12;569.1569166666666
2014-08-11;8729.853;15;581.9902
2014-08-12;120229.915;10;12022.9915
2014-08-13;110239.88400000003;13;8479.99107692308
2014-08-14;7349.872999999999;13;565.3748461538461
2014-08-15;6409.891;12;534.1575833333333
2014-08-16;6259.893999999999;11;569.0812727272727
2014-08-17;125609.827;19;6611.04352631579
2014-08-18;226579.86599999998;16;14161.241624999999
2014-08-19;3559.9440000000004;6;593.3240000000001
2014-08-20;119999.904;11;10909.082181818181
2014-08-21;4029.9309999999996;7;575.7044285714285
2014-08-22;123409.86300000004;15;8227.324200000003
2014-08-23;4809.923;8;601.240375
2014-08-24;7209.874999999999;13;554.6057692307692
2014-08-25;7409.874999999999;13;569.9903846153845
2014-08-26;3659.934;7;522.8477142857143
2014-08-27;9599.83;18;533.3238888888889
2014-08-28;7859.865999999999;14;561.419
2014-08-29;5729.897;11;520.8997272727273
2014-08-30;121979.88400000002;13;9383.068000000001
2014-08-31;112569.84100000001;18;6253.880055555556
2014-09-01;122049.88300000005;13;9388.452538461543
2014-09-02;122459.87400000003;14;8747.133857142859
2014-09-03;8409.850999999999;16;525.6156874999999
2014-09-04;108309.91500000001;10;10830.9915
2014-09-05;119009.93500000001;8;14876.241875000002
2014-09-06;4309.924999999999;8;538.7406249999999
2014-09-07;7729.872999999999;13;594.6056153846152
2014-09-08;5909.897;11;537.2633636363636
2014-09-09;8289.865;14;592.1332142857143
2014-09-10;8539.848;16;533.7405
2014-09-11;8439.854;15;562.6569333333333
2014-09-12;8539.855999999998;15;569.3237333333332
2014-09-13;10759.821999999998;19;566.3064210526314
2014-09-14;120609.90300000003;11;10964.53663636364
2014-09-15;7479.873999999999;13;575.374923076923
2014-09-16;238929.85099999997;18;13273.88061111111
2014-09-17;6939.883999999999;12;578.3236666666666
2014-09-18;5939.903999999999;10;593.9903999999999
2014-09-19;6989.871;14;499.2765
2014-09-20;8199.849999999999;16;512.4906249999999
2014-09-21;224349.89499999996;13;17257.684230769228
2014-09-22;11629.788999999997;22;528.6267727272726
2014-09-23;216999.83799999996;19;11421.044105263156
2014-09-24;5379.9039999999995;10;537.9903999999999
2014-09-25;4899.922;8;612.49025
2014-09-26;110759.878;14;7911.419857142857
2014-09-27;123879.85200000001;17;7287.05011764706
2014-09-28;114839.81600000005;20;5741.990800000002
2014-09-29;6089.896999999999;11;553.627
2014-09-30;112119.85800000002;16;7007.491125000001
2014-10-01;5579.9039999999995;10;557.9903999999999
2014-10-02;5999.897999999999;11;545.4452727272727
2014-10-03;7759.875999999998;13;596.9135384615383
2014-10-04;3809.943;6;634.9905
2014-10-05;7899.875999999999;13;607.6827692307692
2014-10-06;5759.9039999999995;10;575.9903999999999
2014-10-07;106629.94499999999;7;15232.849285714285
2014-10-08;7959.8679999999995;14;568.562
2014-10-09;119389.91900000001;10;11938.9919
2014-10-10;7489.8769999999995;13;576.1443846153845
2014-10-11;119119.93600000002;8;14889.992000000002
2014-10-12;7869.868999999999;14;562.1334999999999
2014-10-13;3899.9339999999993;7;557.1334285714285
2014-10-14;228579.8419999999;18;12698.880111111104
2014-10-15;4909.913;9;545.5458888888888
2014-10-16;122769.85900000001;16;7673.116187500001
2014-10-17;3679.934;7;525.7048571428571
2014-10-18;4749.920999999999;8;593.7401249999999
2014-10-19;119589.92700000001;9;13287.769666666667
2014-10-20;3109.945;6;518.3241666666667
2014-10-21;118649.931;8;14831.241375
2014-10-22;6629.882999999999;12;552.49025
2014-10-23;121949.887;13;9380.760538461538
2014-10-24;118609.94300000001;7;16944.277571428574
2014-10-25;5939.903999999999;10;593.9903999999999
2014-10-26;4859.91;10;485.991
2014-10-27;120839.906;11;10985.446
2014-10-28;5799.895999999999;11;527.2632727272726
2014-10-29;7019.8859999999995;12;584.9905
2014-10-30;120889.905;11;10989.991363636364
2014-10-31;338529.9149999999;12;28210.826249999995
2014-11-01;3949.933;7;564.2761428571429
2014-11-02;4249.923;8;531.240375
2014-11-03;6709.889;12;559.1574166666667
2014-11-04;1529.973;3;509.991
2014-11-05;8349.860999999999;14;596.4186428571428
2014-11-06;4409.923;8;551.240375
2014-11-07;119559.924;9;13284.436
2014-11-08;7519.875999999999;13;578.452
2014-11-09;111709.86900000002;15;7447.324600000002
2014-11-10;5429.902999999999;10;542.9902999999999
2014-11-11;9129.853;15;608.6568666666666
2014-11-12;117729.95300000001;6;19621.658833333335
2014-11-13;6909.884999999998;12;575.8237499999999
2014-11-14;5799.897999999999;11;527.2634545454545
2014-11-15;8129.866999999999;14;580.7047857142857
2014-11-16;234379.92399999997;10;23437.992399999996
2014-11-17;5309.913;9;589.9903333333333
2014-11-18;6499.8899999999985;11;590.8990909090908
2014-11-19;2999.952;5;599.9904
2014-11-20;235969.89899999995;13;18151.53069230769
2014-11-21;122209.875;14;8729.276785714286
2014-11-22;3679.934;7;525.7048571428571
2014-11-23;4899.909999999999;9;544.4344444444444
2014-11-24;121749.885;13;9365.375769230768
2014-11-25;98939.88200000001;14;7067.134428571429
2014-11-26;4699.914;9;522.2126666666667
2014-11-27;102659.80600000001;21;4888.562190476191
2014-11-28;120549.905;11;10959.082272727273
2014-11-29;4499.922;8;562.49025
2014-11-30;4729.925;8;591.240625
2014-12-01;3499.95;5;699.99
2014-12-02;232829.94700000001;8;29103.743375000002
2014-12-03;117699.94600000001;7;16814.278000000002
2014-12-04;2059.962;4;514.9905
2014-12-05;4159.932;7;594.276
2014-12-06;5199.9039999999995;10;519.9903999999999
2014-12-07;5679.906;10;567.9906
2014-12-08;6279.8859999999995;12;523.3238333333333
2014-12-09;4259.918;9;473.3242222222222
2014-12-10;5379.911999999999;9;597.7679999999999
2014-12-11;3799.924;8;474.9905
2014-12-12;208649.97100000002;5;41729.9942
2014-12-13;117529.96100000001;5;23505.9922
2014-12-14;118049.951;6;19674.991833333333
2014-12-15;4399.932;7;628.5617142857143
2014-12-16;3599.9399999999996;6;599.9899999999999
2014-12-17;1399.98;2;699.99
2014-12-18;119519.92400000001;9;13279.991555555556
2014-12-19;3799.932;7;542.8474285714285
2014-12-20;106709.943;7;15244.27757142857
2014-12-21;3959.9360000000006;7;565.705142857143
2014-12-22;105899.96000000002;5;21179.992000000006
2014-12-23;4929.912999999999;9;547.768111111111
2014-12-24;4779.916;9;531.1017777777778
2014-12-25;4789.914999999999;9;532.2127777777777
2014-12-26;96089.933;8;12011.241625
2014-12-27;96519.928;9;10724.436444444444
2014-12-28;5799.9039999999995;10;579.9903999999999
2014-12-29;3729.941;6;621.6568333333333
2014-12-30;5259.906;10;525.9906
2014-12-31;119429.929;9;13269.99211111111
2015-01-01;4399.919999999999;8;549.9899999999999
2015-01-02;3029.951;5;605.9902
2015-01-03;3099.95;5;619.99
2015-01-04;4629.914999999999;9;514.435
2015-01-05;119509.925;9;13278.880555555555
2015-01-06;120139.916;10;12013.9916
